省编码	省名称	市编码	市名称	区县编码	区县名称	百姓省	市代码	百姓市	区县代码	百姓区县
230000	黑龙江省	231000	牡丹江市	231003	阳明区	黑龙江	mudanjiang	牡丹江	m6185	阳明
230000	黑龙江省	231000	牡丹江市	231004	爱民区	黑龙江	mudanjiang	牡丹江	m6184	爱民
230000	黑龙江省	231000	牡丹江市	231005	西安区	黑龙江	mudanjiang	牡丹江	m6183	西安
230000	黑龙江省	231000	牡丹江市	231024	东宁县	黑龙江	mudanjiang	牡丹江	m6182	东宁
230000	黑龙江省	231000	牡丹江市	231025	林口县	黑龙江	mudanjiang	牡丹江	m6181	林口
230000	黑龙江省	231000	牡丹江市	231081	绥芬河市	黑龙江	mudanjiang	牡丹江	m6180	绥芬河
230000	黑龙江省	231000	牡丹江市	231083	海林市	黑龙江	mudanjiang	牡丹江	m6179	海林
230000	黑龙江省	231000	牡丹江市	231084	宁安市	黑龙江	mudanjiang	牡丹江	m6178	宁安
230000	黑龙江省	231000	牡丹江市	231085	穆棱市	黑龙江	mudanjiang	牡丹江	m6177	穆棱
230000	黑龙江省	231100	黑河市	231101	市辖区					
230000	黑龙江省	231100	黑河市	231102	爱辉区	黑龙江	heihe	黑河	m6165	爱辉
230000	黑龙江省	231100	黑河市	231121	嫩江县	黑龙江	heihe	黑河	m6164	嫩江
230000	黑龙江省	231100	黑河市	231123	逊克县	黑龙江	heihe	黑河	m6163	逊克
230000	黑龙江省	231100	黑河市	231124	孙吴县	黑龙江	heihe	黑河	m6162	孙吴
230000	黑龙江省	231100	黑河市	231181	北安市	黑龙江	heihe	黑河	m6161	北安
230000	黑龙江省	231100	黑河市	231182	五大连池市	黑龙江	heihe	黑河	m6160	五大连池
230000	黑龙江省	231200	绥化市	231201	市辖区					
230000	黑龙江省	231200	绥化市	231202	北林区	黑龙江	suihua	绥化	m6159	北林
230000	黑龙江省	231200	绥化市	231221	望奎县	黑龙江	suihua	绥化	m6158	望奎
230000	黑龙江省	231200	绥化市	231222	兰西县	黑龙江	suihua	绥化	m6157	兰西
230000	黑龙江省	231200	绥化市	231223	青冈县	黑龙江	suihua	绥化	m6156	青冈
230000	黑龙江省	231200	绥化市	231224	庆安县	黑龙江	suihua	绥化	m6155	庆安
230000	黑龙江省	231200	绥化市	231225	明水县	黑龙江	suihua	绥化	m6154	明水
230000	黑龙江省	231200	绥化市	231226	绥棱县	黑龙江	suihua	绥化	m6153	绥棱
230000	黑龙江省	231200	绥化市	231281	安达市	黑龙江	suihua	绥化	m6152	安达
230000	黑龙江省	231200	绥化市	231282	肇东市	黑龙江	suihua	绥化	m6151	肇东
230000	黑龙江省	231200	绥化市	231283	海伦市	黑龙江	suihua	绥化	m6150	海伦
230000	黑龙江省	232700	大兴安岭地区	232721	呼玛县	黑龙江	daxinganling	大兴安岭	m177429	呼玛
230000	黑龙江省	232700	大兴安岭地区	232722	塔河县	黑龙江	daxinganling	大兴安岭	m177434	塔河
230000	黑龙江省	232700	大兴安岭地区	232723	漠河县	黑龙江	daxinganling	大兴安岭	m177432	漠河
310000	上海市	310100	市辖区	310101	黄浦区	上海	shanghai	上海	m7264	黄浦
310000	上海市	310100	市辖区	310104	徐汇区	上海	shanghai	上海	m7261	徐汇
310000	上海市	310100	市辖区	310105	长宁区	上海	shanghai	上海	m7260	长宁
310000	上海市	310100	市辖区	310106	静安区	上海	shanghai	上海	m7263	静安
310000	上海市	310100	市辖区	310107	普陀区	上海	shanghai	上海	m7258	普陀
310000	上海市	310100	市辖区	310108	闸北区	上海	shanghai	上海	m7259	闸北
310000	上海市	310100	市辖区	310109	虹口区	上海	shanghai	上海	m7257	虹口
310000	上海市	310100	市辖区	310112	闵行区	上海	shanghai	上海	m7254	闵行
310000	上海市	310100	市辖区	310113	宝山区	上海	shanghai	上海	m7252	宝山
310000	上海市	310100	市辖区	310114	嘉定区	上海	shanghai	上海	m7251	嘉定
310000	上海市	310100	市辖区	310115	浦东新区	上海	shanghai	上海	m7255	浦东新区
310000	上海市	310100	市辖区	310116	金山区	上海	shanghai	上海	m7247	金山
310000	上海市	310100	市辖区	310117	松江区	上海	shanghai	上海	m7253	松江
310000	上海市	310100	市辖区	310118	青浦区	上海	shanghai	上海	m7250	青浦
320000	江苏省	320100	南京市	320101	市辖区					
320000	江苏省	320100	南京市	320102	玄武区	江苏	nanjing	南京	m7170	玄武
320000	江苏省	320100	南京市	320104	秦淮区	江苏	nanjing	南京	m7166	秦淮
320000	江苏省	320100	南京市	320105	建邺区	江苏	nanjing	南京	m7168	建邺
320000	江苏省	320100	南京市	320106	鼓楼区	江苏	nanjing	南京	m7169	鼓楼
320000	江苏省	320100	南京市	320111	浦口区	江苏	nanjing	南京	m7163	浦口
320000	江苏省	320100	南京市	320113	栖霞区	江苏	nanjing	南京	m7162	栖霞
320000	江苏省	320100	南京市	320114	雨花台区	江苏	nanjing	南京	m7164	雨花台
320000	江苏省	320100	南京市	320115	江宁区	江苏	nanjing	南京	m7161	江宁
320000	江苏省	320100	南京市	320116	六合区	江苏	nanjing	南京	m7158	六合
320000	江苏省	320100	南京市	320117	溧水区	江苏	nanjing	南京	m7160	溧水
320000	江苏省	320100	南京市	320118	高淳区	江苏	nanjing	南京	m7159	高淳
320000	江苏省	320200	无锡市	320201	市辖区					
320000	江苏省	320200	无锡市	320202	崇安区	江苏	wuxi	无锡	m6038	崇安
320000	江苏省	320200	无锡市	320203	南长区	江苏	wuxi	无锡	m6037	南长
320000	江苏省	320200	无锡市	320204	北塘区	江苏	wuxi	无锡	m6036	北塘
320000	江苏省	320200	无锡市	320205	锡山区	江苏	wuxi	无锡	m6034	锡山
320000	江苏省	320200	无锡市	320206	惠山区	江苏	wuxi	无锡	m6033	惠山
320000	江苏省	320200	无锡市	320211	滨湖区	江苏	wuxi	无锡	m6035	滨湖
320000	江苏省	320200	无锡市	320281	江阴市	江苏	wuxi	无锡	m6031	江阴
320000	江苏省	320200	无锡市	320282	宜兴市	江苏	wuxi	无锡	m6030	宜兴
320000	江苏省	320300	徐州市	320301	市辖区					
320000	江苏省	320300	徐州市	320302	鼓楼区	江苏	xuzhou	徐州	m5986	鼓楼
320000	江苏省	320300	徐州市	320303	云龙区	江苏	xuzhou	徐州	m5987	云龙
320000	江苏省	320300	徐州市	320305	贾汪区	江苏	xuzhou	徐州	m5984	贾汪
320000	江苏省	320300	徐州市	320311	泉山区	江苏	xuzhou	徐州	m5983	泉山
320000	江苏省	320300	徐州市	320312	铜山区	江苏	xuzhou	徐州	m5980	铜山
320000	江苏省	320300	徐州市	320321	丰县	江苏	xuzhou	徐州	m5982	丰县
320000	江苏省	320300	徐州市	320322	沛县	江苏	xuzhou	徐州	m5981	沛县
320000	江苏省	320300	徐州市	320324	睢宁县	江苏	xuzhou	徐州	m5979	睢宁
320000	江苏省	320300	徐州市	320381	新沂市	江苏	xuzhou	徐州	m5978	新沂
320000	江苏省	320300	徐州市	320382	邳州市	江苏	xuzhou	徐州	m5977	邳州
320000	江苏省	320400	常州市	320401	市辖区					
320000	江苏省	320400	常州市	320402	天宁区	江苏	changzhou	常州	m5959	天宁
320000	江苏省	320400	常州市	320404	钟楼区	江苏	changzhou	常州	m5960	钟楼
320000	江苏省	320400	常州市	320405	戚墅堰区	江苏	changzhou	常州	m5958	戚墅堰
320000	江苏省	320400	常州市	320411	新北区	江苏	changzhou	常州	m5957	新北
320000	江苏省	320400	常州市	320412	武进区	江苏	changzhou	常州	m5956	武进
320000	江苏省	320400	常州市	320481	溧阳市	江苏	changzhou	常州	m5954	溧阳
320000	江苏省	320400	常州市	320482	金坛市	江苏	changzhou	常州	m5955	金坛
320000	江苏省	320500	苏州市	320501	市辖区					
320000	江苏省	320500	苏州市	320505	虎丘区	江苏	suzhou	苏州	m6022	虎丘/高新区
320000	江苏省	320500	苏州市	320506	吴中区	江苏	suzhou	苏州	m6017	吴中
320000	江苏省	320500	苏州市	320507	相城区	江苏	suzhou	苏州	m6012	相城
320000	江苏省	320500	苏州市	320508	姑苏区	江苏	suzhou	苏州	m6020	姑苏/沧浪/金阊/平江
320000	江苏省	320500	苏州市	320509	吴江区	江苏	suzhou	苏州	m6018	吴江
320000	江苏省	320500	苏州市	320581	常熟市					
320000	江苏省	320500	苏州市	320582	张家港市					
320000	江苏省	320500	苏州市	320583	昆山市					
320000	江苏省	320500	苏州市	320585	太仓市					
320000	江苏省	320600	南通市	320601	市辖区					
320000	江苏省	320600	南通市	320602	崇川区	江苏	nantong	南通	m6011	崇川
320000	江苏省	320600	南通市	320611	港闸区	江苏	nantong	南通	m6010	港闸
320000	江苏省	320600	南通市	320612	通州区	江苏	nantong	南通	m6005	通州
320000	江苏省	320600	南通市	320621	海安县	江苏	nantong	南通	m6009	海安
320000	江苏省	320600	南通市	320623	如东县	江苏	nantong	南通	m6008	如东
320000	江苏省	320600	南通市	320681	启东市	江苏	nantong	南通	m6007	启东
320000	江苏省	320600	南通市	320682	如皋市	江苏	nantong	南通	m6006	如皋
320000	江苏省	320600	南通市	320684	海门市	江苏	nantong	南通	m6004	海门
320000	江苏省	320700	连云港市	320701	市辖区	江苏	lianyungang	连云港	m5967	连云
320000	江苏省	320700	连云港市	320703	连云区	江苏	lianyungang	连云港	m5967	连云
320000	江苏省	320700	连云港市	320705	新浦区	江苏	lianyungang	连云港	m5967	连云
320000	江苏省	320700	连云港市	320706	海州区	江苏	lianyungang	连云港	m5965	海州
320000	江苏省	320700	连云港市	320721	赣榆县	江苏	lianyungang	连云港	m5964	赣榆
320000	江苏省	320700	连云港市	320722	东海县	江苏	lianyungang	连云港	m5967	连云
320000	江苏省	320700	连云港市	320723	灌云县	江苏	lianyungang	连云港	m5962	灌云
320000	江苏省	320700	连云港市	320724	灌南县	江苏	lianyungang	连云港	m5961	灌南
320000	江苏省	320800	淮安市	320801	市辖区	江苏	huaian	淮安	m5974	淮安/楚州
320000	江苏省	320800	淮安市	320802	清河区	江苏	huaian	淮安	m5974	淮安/楚州
320000	江苏省	320800	淮安市	320803	淮安区	江苏	huaian	淮安	m5974	淮安/楚州
320000	江苏省	320800	淮安市	320804	淮阴区	江苏	huaian	淮安	m5974	淮安/楚州
320000	江苏省	320800	淮安市	320811	清浦区	江苏	huaian	淮安	m5974	淮安/楚州
320000	江苏省	320800	淮安市	320826	涟水县	江苏	huaian	淮安	m5972	涟水
320000	江苏省	320800	淮安市	320829	洪泽县	江苏	huaian	淮安	m5971	洪泽
320000	江苏省	320800	淮安市	320831	金湖县	江苏	huaian	淮安	m5969	金湖
320000	江苏省	320900	盐城市	320901	市辖区					
320000	江苏省	320900	盐城市	320902	亭湖区	江苏	yancheng	盐城	m5996	亭湖
320000	江苏省	320900	盐城市	320903	盐都区	江苏	yancheng	盐城	m5995	盐都
320000	江苏省	320900	盐城市	320921	响水县	江苏	yancheng	盐城	m5994	响水
320000	江苏省	320900	盐城市	320922	滨海县	江苏	yancheng	盐城	m5993	滨海
320000	江苏省	320900	盐城市	320923	阜宁县	江苏	yancheng	盐城	m5992	阜宁
320000	江苏省	320900	盐城市	320924	射阳县	江苏	yancheng	盐城	m5991	射阳
320000	江苏省	320900	盐城市	320925	建湖县	江苏	yancheng	盐城	m5990	建湖
320000	江苏省	320900	盐城市	320981	东台市	江苏	yancheng	盐城	m5989	东台
320000	江苏省	320900	盐城市	320982	大丰市	江苏	yancheng	盐城	m5988	大丰
320000	江苏省	321000	扬州市	321001	市辖区					
320000	江苏省	321000	扬州市	321002	广陵区	江苏	yangzhou	扬州	m6003	广陵
320000	江苏省	321000	扬州市	321003	邗江区	江苏	yangzhou	扬州	m6002	邗江/维扬
320000	江苏省	321000	扬州市	321012	江都区	江苏	yangzhou	扬州	m5997	江都
320000	江苏省	321000	扬州市	321023	宝应县	江苏	yangzhou	扬州	m6000	宝应
320000	江苏省	321000	扬州市	321081	仪征市	江苏	yangzhou	扬州	m5999	仪征
320000	江苏省	321000	扬州市	321084	高邮市	江苏	yangzhou	扬州	m5998	高邮
320000	江苏省	321100	镇江市	321101	市辖区					
320000	江苏省	321100	镇江市	321102	京口区	江苏	zhenjiang	镇江	m6029	京口
320000	江苏省	321100	镇江市	321111	润州区	江苏	zhenjiang	镇江	m6028	润州
320000	江苏省	321100	镇江市	321112	丹徒区	江苏	zhenjiang	镇江	m6027	丹徒
320000	江苏省	321100	镇江市	321181	丹阳市	江苏	zhenjiang	镇江	m6026	丹阳
320000	江苏省	321100	镇江市	321182	扬中市	江苏	zhenjiang	镇江	m6025	扬中
320000	江苏省	321100	镇江市	321183	句容市	江苏	zhenjiang	镇江	m6024	句容
320000	江苏省	321200	泰州市	321201	市辖区					
320000	江苏省	321200	泰州市	321202	海陵区	江苏	tz	泰州	m5953	海陵
320000	江苏省	321200	泰州市	321203	高港区	江苏	tz	泰州	m5952	高港
320000	江苏省	321200	泰州市	321204	姜堰区	江苏	tz	泰州	m5948	姜堰
320000	江苏省	321200	泰州市	321281	兴化市	江苏	tz	泰州	m5951	兴化
320000	江苏省	321200	泰州市	321282	靖江市	江苏	tz	泰州	m5950	靖江
320000	江苏省	321200	泰州市	321283	泰兴市	江苏	tz	泰州	m5949	泰兴
320000	江苏省	321300	宿迁市	321301	市辖区					
320000	江苏省	321300	宿迁市	321302	宿城区	江苏	suqian	宿迁	m5947	宿城
320000	江苏省	321300	宿迁市	321311	宿豫区	江苏	suqian	宿迁	m5946	宿豫
320000	江苏省	321300	宿迁市	321322	沭阳县	江苏	suqian	宿迁	m5945	沭阳
320000	江苏省	321300	宿迁市	321323	泗阳县	江苏	suqian	宿迁	m5944	泗阳
320000	江苏省	321300	宿迁市	321324	泗洪县	江苏	suqian	宿迁	m5943	泗洪
330000	浙江省	330100	杭州市	330101	市辖区					
330000	浙江省	330100	杭州市	330102	上城区	浙江	hangzhou	杭州	m5712	上城
330000	浙江省	330100	杭州市	330103	下城区	浙江	hangzhou	杭州	m5711	下城
330000	浙江省	330100	杭州市	330104	江干区	浙江	hangzhou	杭州	m5710	江干
330000	浙江省	330100	杭州市	330105	拱墅区	浙江	hangzhou	杭州	m5714	拱墅
330000	浙江省	330100	杭州市	330106	西湖区	浙江	hangzhou	杭州	m5713	西湖
330000	浙江省	330100	杭州市	330108	滨江区	浙江	hangzhou	杭州	m5709	滨江
330000	浙江省	330100	杭州市	330109	萧山区	浙江	hangzhou	杭州	m5707	萧山
330000	浙江省	330100	杭州市	330122	桐庐县	浙江	hangzhou	杭州	m5703	桐庐
330000	浙江省	330100	杭州市	330127	淳安县	浙江	hangzhou	杭州	m5702	淳安
330000	浙江省	330100	杭州市	330182	建德市	浙江	hangzhou	杭州	m5706	建德
330000	浙江省	330100	杭州市	330183	富阳市	浙江	hangzhou	杭州	m5705	富阳
330000	浙江省	330100	杭州市	330185	临安市	浙江	hangzhou	杭州	m5704	临安
330000	浙江省	330200	宁波市	330201	市辖区					
330000	浙江省	330200	宁波市	330203	海曙区	浙江	ningbo	宁波	m5689	海曙
330000	浙江省	330200	宁波市	330204	江东区	浙江	ningbo	宁波	m5688	江东
330000	浙江省	330200	宁波市	330205	江北区	浙江	ningbo	宁波	m5687	江北
330000	浙江省	330200	宁波市	330206	北仑区	浙江	ningbo	宁波	m5686	北仑
330000	浙江省	330200	宁波市	330211	镇海区	浙江	ningbo	宁波	m5685	镇海
330000	浙江省	330200	宁波市	330212	鄞州区	浙江	ningbo	宁波	m5684	鄞州
330000	浙江省	330200	宁波市	330225	象山县	浙江	ningbo	宁波	m5680	象山
330000	浙江省	330200	宁波市	330226	宁海县	浙江	ningbo	宁波	m5679	宁海
330000	浙江省	330200	宁波市	330281	余姚市	浙江	ningbo	宁波	m5683	余姚
330000	浙江省	330200	宁波市	330282	慈溪市	浙江	ningbo	宁波	m5682	慈溪
330000	浙江省	330200	宁波市	330283	奉化市	浙江	ningbo	宁波	m5681	奉化
330000	浙江省	330300	温州市	330301	市辖区					
330000	浙江省	330300	温州市	330302	鹿城区	浙江	wenzhou	温州	m5663	鹿城
330000	浙江省	330300	温州市	330303	龙湾区	浙江	wenzhou	温州	m5662	龙湾
330000	浙江省	330300	温州市	330304	瓯海区	浙江	wenzhou	温州	m5661	瓯海
330000	浙江省	330300	温州市	330322	洞头县	浙江	wenzhou	温州	m5658	洞头
330000	浙江省	330300	温州市	330324	永嘉县	浙江	wenzhou	温州	m5657	永嘉
330000	浙江省	330300	温州市	330326	平阳县	浙江	wenzhou	温州	m5656	平阳
330000	浙江省	330300	温州市	330327	苍南县	浙江	wenzhou	温州	m5655	苍南
330000	浙江省	330300	温州市	330328	文成县	浙江	wenzhou	温州	m5654	文成
330000	浙江省	330300	温州市	330329	泰顺县	浙江	wenzhou	温州	m5653	泰顺
330000	浙江省	330300	温州市	330381	瑞安市	浙江	wenzhou	温州	m5660	瑞安
330000	浙江省	330300	温州市	330382	乐清市	浙江	wenzhou	温州	m5659	乐清
330000	浙江省	330400	嘉兴市	330401	市辖区					
330000	浙江省	330400	嘉兴市	330402	南湖区	浙江	jiaxing	嘉兴	m5696	南湖
330000	浙江省	330400	嘉兴市	330411	秀洲区	浙江	jiaxing	嘉兴	m5695	秀洲
330000	浙江省	330400	嘉兴市	330421	嘉善县	浙江	jiaxing	嘉兴	m5691	嘉善
330000	浙江省	330400	嘉兴市	330424	海盐县	浙江	jiaxing	嘉兴	m5690	海盐
330000	浙江省	330400	嘉兴市	330481	海宁市	浙江	jiaxing	嘉兴	m5694	海宁
330000	浙江省	330400	嘉兴市	330482	平湖市	浙江	jiaxing	嘉兴	m5693	平湖
330000	浙江省	330400	嘉兴市	330483	桐乡市	浙江	jiaxing	嘉兴	m5692	桐乡
330000	浙江省	330500	湖州市	330501	市辖区					
330000	浙江省	330500	湖州市	330502	吴兴区	浙江	huzhou	湖州	m5701	吴兴
330000	浙江省	330500	湖州市	330503	南浔区	浙江	huzhou	湖州	m5700	南浔
330000	浙江省	330500	湖州市	330521	德清县	浙江	huzhou	湖州	m5699	德清
330000	浙江省	330500	湖州市	330522	长兴县	浙江	huzhou	湖州	m5698	长兴
330000	浙江省	330500	湖州市	330523	安吉县	浙江	huzhou	湖州	m5697	安吉
330000	浙江省	330600	绍兴市	330601	市辖区					
330000	浙江省	330600	绍兴市	330602	越城区	浙江	shaoxing	绍兴	m5678	越城
330000	浙江省	330600	绍兴市	330621	绍兴县	浙江	shaoxing	绍兴	m5677	绍兴县
330000	浙江省	330600	绍兴市	330624	新昌县	浙江	shaoxing	绍兴	m5676	新昌
330000	浙江省	330600	绍兴市	330681	诸暨市	浙江	shaoxing	绍兴	m5675	诸暨
330000	浙江省	330600	绍兴市	330682	上虞市	浙江	shaoxing	绍兴	m5674	上虞
330000	浙江省	330600	绍兴市	330683	嵊州市	浙江	shaoxing	绍兴	m5673	嵊州
330000	浙江省	330700	金华市	330701	市辖区					
330000	浙江省	330700	金华市	330702	婺城区	浙江	jinhua	金华	m5643	婺城
330000	浙江省	330700	金华市	330703	金东区	浙江	jinhua	金华	m5642	金东
330000	浙江省	330700	金华市	330723	武义县	浙江	jinhua	金华	m5641	武义
330000	浙江省	330700	金华市	330726	浦江县	浙江	jinhua	金华	m5640	浦江
330000	浙江省	330700	金华市	330727	磐安县	浙江	jinhua	金华	m5639	磐安
330000	浙江省	330700	金华市	330781	兰溪市	浙江	jinhua	金华	m5638	兰溪
330000	浙江省	330700	金华市	330782	义乌市	浙江	jinhua	金华	m5635	义乌
330000	浙江省	330700	金华市	330783	东阳市	浙江	jinhua	金华	m5637	东阳
330000	浙江省	330700	金华市	330784	永康市	浙江	jinhua	金华	m5636	永康
330000	浙江省	330800	衢州市	330801	市辖区					
330000	浙江省	330800	衢州市	330802	柯城区	浙江	quzhou	衢州	m5720	柯城
330000	浙江省	330800	衢州市	330803	衢江区	浙江	quzhou	衢州	m5719	衢江
330000	浙江省	330800	衢州市	330822	常山县	浙江	quzhou	衢州	m5718	常山
330000	浙江省	330800	衢州市	330824	开化县	浙江	quzhou	衢州	m5717	开化
330000	浙江省	330800	衢州市	330825	龙游县	浙江	quzhou	衢州	m5716	龙游
330000	浙江省	330800	衢州市	330881	江山市	浙江	quzhou	衢州	m5715	江山
330000	浙江省	330900	舟山市	330901	市辖区					
330000	浙江省	330900	舟山市	330902	定海区	浙江	zhoushan	舟山	m5634	定海
330000	浙江省	330900	舟山市	330903	普陀区	浙江	zhoushan	舟山	m5633	普陀
330000	浙江省	330900	舟山市	330921	岱山县	浙江	zhoushan	舟山	m5632	岱山
330000	浙江省	330900	舟山市	330922	嵊泗县	浙江	zhoushan	舟山	m5631	嵊泗
330000	浙江省	331000	台州市	331001	市辖区					
330000	浙江省	331000	台州市	331002	椒江区	浙江	taizhou	台州	m5672	椒江
330000	浙江省	331000	台州市	331003	黄岩区	浙江	taizhou	台州	m5671	黄岩
330000	浙江省	331000	台州市	331004	路桥区	浙江	taizhou	台州	m5670	路桥
330000	浙江省	331000	台州市	331021	玉环县	浙江	taizhou	台州	m5667	玉环
330000	浙江省	331000	台州市	331022	三门县	浙江	taizhou	台州	m5666	三门
330000	浙江省	331000	台州市	331023	天台县	浙江	taizhou	台州	m5665	天台
330000	浙江省	331000	台州市	331024	仙居县	浙江	taizhou	台州	m5664	仙居
330000	浙江省	331000	台州市	331081	温岭市	浙江	taizhou	台州	m5669	温岭
330000	浙江省	331000	台州市	331082	临海市	浙江	taizhou	台州	m5668	临海
330000	浙江省	331100	丽水市	331101	市辖区					
330000	浙江省	331100	丽水市	331102	莲都区	浙江	lishui	丽水	m5652	莲都
330000	浙江省	331100	丽水市	331121	青田县	浙江	lishui	丽水	m5651	青田
330000	浙江省	331100	丽水市	331122	缙云县	浙江	lishui	丽水	m5650	缙云
330000	浙江省	331100	丽水市	331123	遂昌县	浙江	lishui	丽水	m5649	遂昌
330000	浙江省	331100	丽水市	331124	松阳县	浙江	lishui	丽水	m5648	松阳
330000	浙江省	331100	丽水市	331125	云和县	浙江	lishui	丽水	m5647	云和
330000	浙江省	331100	丽水市	331126	庆元县	浙江	lishui	丽水	m5646	庆元
330000	浙江省	331100	丽水市	331127	景宁畲族自治县	浙江	lishui	丽水	m5645	景宁
330000	浙江省	331100	丽水市	331181	龙泉市	浙江	lishui	丽水	m5644	龙泉
340000	安徽省	340100	合肥市	340101	市辖区					
340000	安徽省	340100	合肥市	340102	瑶海区	安徽	hefei	合肥	m5814	瑶海
340000	安徽省	340100	合肥市	340103	庐阳区	安徽	hefei	合肥	m5815	庐阳
340000	安徽省	340100	合肥市	340104	蜀山区	安徽	hefei	合肥	m5813	蜀山
340000	安徽省	340100	合肥市	340111	包河区	安徽	hefei	合肥	m5812	包河
340000	安徽省	340100	合肥市	340121	长丰县	安徽	hefei	合肥	m5811	长丰
340000	安徽省	340100	合肥市	340122	肥东县	安徽	hefei	合肥	m5810	肥东
340000	安徽省	340100	合肥市	340123	肥西县	安徽	hefei	合肥	m5809	肥西
340000	安徽省	340100	合肥市	340124	庐江县	安徽	hefei	合肥	m177340	庐江
340000	安徽省	340100	合肥市	340181	巢湖市					
340000	安徽省	340200	芜湖市	340201	市辖区					
340000	安徽省	340200	芜湖市	340202	镜湖区	安徽	wuhu	芜湖	m5796	镜湖
340000	安徽省	340200	芜湖市	340203	弋江区	安徽	wuhu	芜湖	m5795	弋江
340000	安徽省	340200	芜湖市	340207	鸠江区	安徽	wuhu	芜湖	m5794	鸠江
340000	安徽省	340200	芜湖市	340208	三山区	安徽	wuhu	芜湖	m5793	三山
340000	安徽省	340200	芜湖市	340221	芜湖县	安徽	wuhu	芜湖	m5792	芜湖县
340000	安徽省	340200	芜湖市	340222	繁昌县	安徽	wuhu	芜湖	m5791	繁昌
340000	安徽省	340200	芜湖市	340223	南陵县	安徽	wuhu	芜湖	m5790	南陵
340000	安徽省	340200	芜湖市	340225	无为县	安徽	wuhu	芜湖	m177393	无为
340000	安徽省	340300	蚌埠市	340301	市辖区					
340000	安徽省	340300	蚌埠市	340302	龙子湖区	安徽	bengbu	蚌埠	m5803	龙子湖
340000	安徽省	340300	蚌埠市	340303	蚌山区	安徽	bengbu	蚌埠	m5802	蚌山
340000	安徽省	340300	蚌埠市	340304	禹会区	安徽	bengbu	蚌埠	m5801	禹会
340000	安徽省	340300	蚌埠市	340311	淮上区	安徽	bengbu	蚌埠	m5800	淮上
340000	安徽省	340300	蚌埠市	340321	怀远县	安徽	bengbu	蚌埠	m5799	怀远
340000	安徽省	340300	蚌埠市	340322	五河县	安徽	bengbu	蚌埠	m5798	五河
340000	安徽省	340300	蚌埠市	340323	固镇县	安徽	bengbu	蚌埠	m5797	固镇
340000	安徽省	340400	淮南市	340401	市辖区					
340000	安徽省	340400	淮南市	340402	大通区	安徽	huainan	淮南	m5789	大通
340000	安徽省	340400	淮南市	340403	田家庵区	安徽	huainan	淮南	m5788	田家庵
340000	安徽省	340400	淮南市	340404	谢家集区	安徽	huainan	淮南	m5787	谢家集
340000	安徽省	340400	淮南市	340405	八公山区	安徽	huainan	淮南	m5786	八公山
340000	安徽省	340400	淮南市	340406	潘集区	安徽	huainan	淮南	m5785	潘集
340000	安徽省	340400	淮南市	340421	凤台县	安徽	huainan	淮南	m5784	凤台
340000	安徽省	340500	马鞍山市	340501	市辖区					
340000	安徽省	340500	马鞍山市	340503	花山区	安徽	maanshan	马鞍山	m5781	花山
340000	安徽省	340500	马鞍山市	340504	雨山区	安徽	maanshan	马鞍山	m5783	雨山
340000	安徽省	340500	马鞍山市	340506	博望区	安徽	maanshan	马鞍山	m177364	博望
340000	安徽省	340500	马鞍山市	340521	当涂县	安徽	maanshan	马鞍山	m5780	当涂
340000	安徽省	340500	马鞍山市	340522	含山县	安徽	maanshan	马鞍山	m177365	含山
340000	安徽省	340500	马鞍山市	340523	和县	安徽	maanshan	马鞍山	m177366	和县
340000	安徽省	340600	淮北市	340601	市辖区					
340000	安徽省	340600	淮北市	340602	杜集区	安徽	huaibei	淮北	m5751	杜集
340000	安徽省	340600	淮北市	340603	相山区	安徽	huaibei	淮北	m5750	相山
340000	安徽省	340600	淮北市	340604	烈山区	安徽	huaibei	淮北	m5749	烈山
340000	安徽省	340600	淮北市	340621	濉溪县	安徽	huaibei	淮北	m5748	濉溪
340000	安徽省	340700	铜陵市	340701	市辖区	安徽	tongling	铜陵	m5744	铜陵
340000	安徽省	340700	铜陵市	340702	铜官山区	安徽	tongling	铜陵	m5744	铜陵
340000	安徽省	340700	铜陵市	340703	狮子山区	安徽	tongling	铜陵	m5746	狮子山
340000	安徽省	340700	铜陵市	340711	郊区	安徽	tongling	铜陵	m5745	郊区
340000	安徽省	340700	铜陵市	340721	铜陵县	安徽	tongling	铜陵	m5744	铜陵
340000	安徽省	340800	安庆市	340801	市辖区					
340000	安徽省	340800	安庆市	340802	迎江区	安徽	anqing	安庆	m5778	迎江
340000	安徽省	340800	安庆市	340803	大观区	安徽	anqing	安庆	m5777	大观
340000	安徽省	340800	安庆市	340811	宜秀区	安徽	anqing	安庆	m5776	宜秀
340000	安徽省	340800	安庆市	340822	怀宁县	安徽	anqing	安庆	m5775	怀宁
340000	安徽省	340800	安庆市	340823	枞阳县	安徽	anqing	安庆	m5774	枞阳
340000	安徽省	340800	安庆市	340824	潜山县	安徽	anqing	安庆	m5773	潜山
340000	安徽省	340800	安庆市	340825	太湖县	安徽	anqing	安庆	m5772	太湖
340000	安徽省	340800	安庆市	340826	宿松县	安徽	anqing	安庆	m5771	宿松
340000	安徽省	340800	安庆市	340827	望江县	安徽	anqing	安庆	m5770	望江
340000	安徽省	340800	安庆市	340828	岳西县	安徽	anqing	安庆	m5769	岳西
340000	安徽省	340800	安庆市	340881	桐城市	安徽	anqing	安庆	m5768	桐城
340000	安徽省	341000	黄山市	341001	市辖区					
